file	percent	reads	taxon_id	taxon_name
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000460	44	28261	NA;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Thermodesulfovibrio;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000460	44	173479	NA;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000460	44	1129704	NA;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Kyrpidia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000460	44	1221880	NA;Firmicutes;Bacilli;Bacillales;Bacillaceae;Psychrobacillus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000460	44	1973272	NA;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Khelaifiella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000450	43	265	NA;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000450	43	1813	NA;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000450	43	43988	NA;Cyanobacteria;NA;Oscillatoriales;Cyanothecaceae;Cyanothece;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000450	43	66848	NA;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfonatronaceae;Desulfonatronum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000450	43	165697	NA;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000450	43	379899	NA;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niabella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000450	43	1912215	NA;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Acidipropionibacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000450	43	1930830	NA;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Floricoccus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000439	42	544	NA;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000439	42	2422	NA;Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae;Fervidobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000439	42	70994	NA;Bacteroidetes;Saprospiria;Saprospirales;Lewinellaceae;Lewinella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000439	42	76833	NA;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinobaculum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000439	42	110932	NA;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leifsonia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000439	42	111500	NA;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muricauda;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000439	42	255204	NA;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Pseudoclavibacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000439	42	670486	NA;Chloroflexi;Dehalococcoidia;NA;NA;Dehalogenimonas;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000439	42	862071	NA;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Syntrophaceticus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000439	42	1494427	NA;Firmicutes;Bacilli;Bacillales;Bacillaceae;Tepidibacillus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000439	42	1573808	NA;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Mangrovibacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000429	41	2222	NA;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Methanothrix;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000429	41	447020	NA;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Adlercreutzia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000418	40	68	NA;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000418	40	896	NA;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfococcus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000418	40	64159	NA;Aquificae;Aquificae;Desulfurobacteriales;Desulfurobacteriaceae;Desulfurobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000418	40	142587	NA;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Isobaculum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000418	40	265570	NA;Proteobacteria;Epsilonproteobacteria;NA;NA;Sulfurovum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000408	39	745	NA;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000408	39	978	NA;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000408	39	1186	NA;Cyanobacteria;NA;Nostocales;Rivulariaceae;Calothrix;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000408	39	48073	NA;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000408	39	104267	NA;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000408	39	1236988	NA;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Geofilum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000408	39	1866885	NA;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000408	39	2498709	NA;Candidatus Cryosericota;Candidatus Cryosericia;Candidatus Cryosericales;Candidatus Cryosericaceae;Candidatus Cryosericum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000397	38	535	NA;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000397	38	29393	NA;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000397	38	32205	NA;Spirochaetes;Spirochaetia;Leptospirales;Leptospiraceae;Leptonema;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000397	38	202746	NA;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurimonas;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000397	38	623282	NA;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Psychrilyobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000397	38	1326739	NA;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Calderihabitans;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000397	38	1634037	NA;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfoplanes;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000397	38	1648511	NA;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Cnuella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000387	37	179	NA;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Leptospirillum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000387	37	407	NA;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000387	37	963	NA;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000387	37	1152	NA;Cyanobacteria;NA;Synechococcales;Pseudanabaenaceae;Pseudanabaena;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000387	37	35823	NA;Cyanobacteria;NA;Oscillatoriales;Microcoleaceae;Arthrospira;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000387	37	40222	NA;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000387	37	60919	NA;Actinobacteria;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000387	37	136491	NA;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000387	37	155977	NA;Cyanobacteria;NA;Synechococcales;Acaryochloridaceae;Acaryochloris;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000387	37	182899	NA;Aquificae;Aquificae;Aquificales;Hydrogenothermaceae;Persephonella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000387	37	354354	NA;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Niastella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000387	37	1906945	NA;Firmicutes;Bacilli;Bacillales;Bacillaceae;Parageobacillus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000376	36	81	NA;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000376	36	958	NA;Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000376	36	42255	NA;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000376	36	53246	NA;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000376	36	327159	NA;Proteobacteria;Betaproteobacteria;NA;NA;Candidatus Accumulibacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000376	36	414371	NA;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aureimonas;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000376	36	484508	NA;Firmicutes;Bacilli;Bacillales;Bacillaceae;Ornithinibacillus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000376	36	1612157	NA;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pararhodospirillum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000376	36	1911565	NA;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Marispirochaeta;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	75	NA;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	29526	NA;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	45247	NA;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Leucothrix;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	47251	NA;Cyanobacteria;NA;Synechococcales;Leptolyngbyaceae;Leptolyngbya;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	52959	NA;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	68335	NA;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;Coprothermobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	171413	NA;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Dolosicoccus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	204037	NA;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Dickeya;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	308865	NA;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Elizabethkingia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	442430	NA;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	467084	NA;Bacteroidetes;Bacteroidia;Bacteroidales;NA;Candidatus Symbiothrix;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	475965	NA;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Levilinea;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	1860139	NA;Fibrobacteres;Chitinispirillia;Chitinispirillales;Chitinispirillaceae;Chitinispirillum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000366	35	1912217	NA;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Pseudopropionibacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000356	34	843	NA;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Wolinella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000356	34	150059	NA;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halonatronum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000356	34	351195	NA;Firmicutes;Bacilli;Bacillales;Bacillaceae;Salimicrobium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000356	34	416949	NA;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Parapedobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000356	34	1155934	NA;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Marininema;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000356	34	1335745	NA;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Spiribacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000356	34	1649478	NA;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Pelolinea;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000356	34	1905726	NA;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Paludifilum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000356	34	2483368	NA;Planctomycetes;Phycisphaerae;Sedimentisphaerales;Sedimentisphaeraceae;Sedimentisphaera;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000345	33	1740	NA;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Thermodesulfobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000345	33	76890	NA;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000345	33	160798	NA;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000345	33	202949	NA;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermanaeromonas;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000345	33	294702	NA;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Proteiniphilum;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000345	33	551771	NA;Firmicutes;Bacilli;Bacillales;Bacillaceae;Vulcanibacillus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000345	33	559173	NA;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Fructobacillus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000345	33	665874	NA;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000345	33	1522429	NA;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Lihuaxuella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000335	32	1177	NA;Cyanobacteria;NA;Nostocales;Nostocaceae;Nostoc;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000335	32	2735	NA;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000335	32	43773	NA;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000335	32	83618	NA;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000335	32	84404	NA;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;Hippea;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000335	32	428711	NA;Synergistetes;Synergistia;Synergistales;Synergistaceae;Jonquetella;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000324	31	283	NA;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000324	31	586	NA;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000324	31	626	NA;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000324	31	2204	NA;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanomicrobium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000324	31	112008	NA;Proteobacteria;Gammaproteobacteria;NA;NA;Ignatzschineria;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000324	31	367298	NA;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Phycicoccus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000324	31	1291539	NA;Euryarchaeota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccaceae;Candidatus Methanomethylophilus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000324	31	1408194	NA;Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000324	31	1940407	NA;NA;NA;NA;NA;Candidatus Vecturithrix;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000314	30	551	NA;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000314	30	2071	NA;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000314	30	2220	NA;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanolobus;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000314	30	33877	NA;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000314	30	59753	NA;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000314	30	68288	NA;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000314	30	71655	NA;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Brenneria;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000314	30	75309	NA;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000314	30	149698	NA;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000314	30	167639	NA;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Ilyobacter;NA;
/data/Food/analysis/R0602_microsupport/r0937/4__kaiju/_N6_Nuria_S297_L001_kaiju	0.000314	30	207599	NA;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;NA;
