name	taxonomy_id	taxonomy_lvl	GF6-1P.bracken_num	GF6-1P.bracken_frac	GF6-2P.bracken_num	GF6-2P.bracken_frac	GF6-3P.bracken_num	GF6-3P.bracken_frac	GF7-1P.bracken_num	GF7-1P.bracken_frac	GF7-2P.bracken_num	GF7-2P.bracken_frac	GF7-3P.bracken_num	GF7-3P.bracken_frac	P2558.bracken_num	P2558.bracken_frac	P2560.bracken_num	P2560.bracken_frac	P2618.bracken_num	P2618.bracken_frac	P2620.bracken_num	P2620.bracken_frac	Q1T1.bracken_num	Q1T1.bracken_frac	Q2T2.bracken_num	Q2T2.bracken_frac	Q3T3.bracken_num	Q3T3.bracken_frac	Q4T7.bracken_num	Q4T7.bracken_frac	Q4T8.bracken_num	Q4T8.bracken_frac	Q5T4.bracken_num	Q5T4.bracken_frac	Q5T5.bracken_num	Q5T5.bracken_frac	Q5T6.bracken_num	Q5T6.bracken_frac	Q5T9.bracken_num	Q5T9.bracken_frac	Q6T10.bracken_num	Q6T10.bracken_frac
Salinibacter ruber	146919	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Jeotgalibaca sp. PTS2502	1903686	S	0	0.00000	26	0.00001	0	0.00000	0	0.00000	123	0.00005	87	0.00003	1072	0.00019	0	0.00000	64	0.00001	51	0.00001	0	0.00000	0	0.00000	0	0.00000	82	0.00002	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Amycolatopsis albispora	1804986	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	13	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium efficiens	152794	S	17	0.00001	38	0.00002	0	0.00000	65	0.00003	79	0.00003	87	0.00003	33	0.00001	0	0.00000	23	0.00000	0	0.00000	16	0.00001	31	0.00001	13	0.00000	0	0.00000	0	0.00000	0	0.00000	39	0.00002	0	0.00000	0	0.00000	0	0.00000
Carnobacterium sp. 17-4	208596	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	65	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oceanisphaera profunda	1416627	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	86	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium johnsoniae	986	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	119	0.00003	795	0.00012
Pseudomonas koreensis	198620	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	66	0.00001	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	22	0.00001	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000
Cobetia marina	28258	S	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage 50101	1871681	S	0	0.00000	24	0.00001	18	0.00002	21	0.00001	33	0.00001	24	0.00001	26	0.00000	0	0.00000	1589	0.00015	451	0.00009	0	0.00000	0	0.00000	0	0.00000	384	0.00010	111	0.00007	0	0.00000	0	0.00000	0	0.00000	409	0.00011	476	0.00007
Citrobacter werkmanii	67827	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	79	0.00001	121	0.00002	0	0.00000	0	0.00000	0	0.00000	412	0.00010	70	0.00004	0	0.00000	0	0.00000	0	0.00000	26	0.00001	64	0.00001
Enterococcus durans	53345	S	0	0.00000	13	0.00001	19	0.00002	788	0.00035	3898	0.00157	2092	0.00074	14664	0.00262	30	0.00000	13148	0.00125	8462	0.00163	0	0.00000	0	0.00000	0	0.00000	2283	0.00058	573	0.00037	0	0.00000	0	0.00000	0	0.00000	4009	0.00106	4205	0.00065
Collimonas pratensis	279113	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000
Microbacterium sp. No. 7	1714373	S	13	0.00001	20	0.00001	0	0.00000	73	0.00003	31	0.00001	47	0.00002	61	0.00001	24	0.00000	18	0.00000	0	0.00000	127	0.00009	155	0.00004	194	0.00006	68	0.00002	17	0.00001	24	0.00011	341	0.00018	12	0.00001	52	0.00001	0	0.00000
Planococcus rifietoensis	200991	S	53	0.00004	105	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Klebsiella quasipneumoniae	1463165	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	67	0.00002	45	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium jeikeium	38289	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	415	0.00007	0	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gordonia sp. KTR9	337191	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudanabaena sp. PCC 7367	82654	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Serratia liquefaciens	614	S	0	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	16	0.00000	310	0.00002	74	0.00001	111	0.00002	0	0.00000	0	0.00000	342	0.00011	2237	0.00056	885	0.00056	0	0.00000	0	0.00000	0	0.00000	357	0.00009	1290	0.00020
Lactococcus phage 1706	475178	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	660	0.00006	1314	0.00025	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3855	0.00102	20280	0.00313
Achromobacter xylosoxidans	85698	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium taklimakanense	536441	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000
Corynebacterium flavescens	28028	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	8142	0.00146	0	0.00000	7407	0.00071	119	0.00002	18	0.00001	45	0.00001	35	0.00001	3405	0.00086	350	0.00022	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ectothiorhodospira sp. BSL-9	1442136	S	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter schindleri	108981	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	174	0.00002	258	0.00005	0	0.00000	0	0.00000	0	0.00000	229	0.00006	57	0.00004	0	0.00000	0	0.00000	0	0.00000	79	0.00002	115	0.00002
Rhodococcus coprophilus	38310	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000	13	0.00001	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodobacter sp. CZR27	2033869	S	0	0.00000	0	0.00000	0	0.00000	27	0.00001	15	0.00001	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brevundimonas naejangsanensis	588932	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00000
Marinobacter similis	1420916	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cnuibacter physcomitrellae	1619308	S	0	0.00000	0	0.00000	0	0.00000	12	0.00001	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gordonia polyisoprenivorans	84595	S	0	0.00000	0	0.00000	0	0.00000	35	0.00002	24	0.00001	17	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arsenicicoccus sp. oral taxon 190	1658671	S	19	0.00001	21	0.00001	0	0.00000	113	0.00005	205	0.00008	153	0.00005	127	0.00002	13	0.00000	38	0.00000	0	0.00000	241	0.00016	322	0.00009	577	0.00019	68	0.00002	77	0.00005	0	0.00000	140	0.00007	0	0.00000	0	0.00000	14	0.00000
Luteipulveratus mongoliensis	571913	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	11	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus phage Lrm1	496874	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardiopsis dassonvillei	2014	S	0	0.00000	18	0.00001	0	0.00000	31	0.00001	28	0.00001	34	0.00001	0	0.00000	0	0.00000	10	0.00000	0	0.00000	34	0.00002	10	0.00000	148	0.00005	45	0.00001	24	0.00002	21	0.00009	32	0.00002	0	0.00000	0	0.00000	12	0.00000
Tsukamurella tyrosinosolvens	57704	S	0	0.00000	0	0.00000	0	0.00000	23	0.00001	23	0.00001	27	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001	12	0.00000	34	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycolicibacterium goodii	134601	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium doosanense	1121358	S	2494	0.00176	1850	0.00104	207	0.00023	549	0.00024	765	0.00031	621	0.00022	22901	0.00410	576	0.00003	523	0.00005	47	0.00001	3103	0.00208	5475	0.00151	5566	0.00179	1980	0.00050	642	0.00041	94	0.00042	3089	0.00160	181	0.00016	234	0.00006	267	0.00004
Aeromicrobium sp. 592	2079793	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001	10	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Intrasporangium calvum	53358	S	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001	31	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dietzia lutea	546160	S	352	0.00025	1234	0.00069	180	0.00020	340	0.00015	415	0.00017	342	0.00012	0	0.00000	0	0.00000	0	0.00000	0	0.00000	117	0.00008	357	0.00010	165	0.00005	0	0.00000	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus uberis	1349	S	0	0.00000	61	0.00003	152	0.00017	0	0.00000	10	0.00000	0	0.00000	33	0.00001	28	0.00000	350	0.00003	832	0.00016	0	0.00000	0	0.00000	0	0.00000	17	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	14	0.00000	23	0.00000
Enterobacter sp. 638	399742	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00001	52	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium glyciniphilum	1404244	S	17	0.00001	69	0.00004	64	0.00007	2693	0.00119	58817	0.02374	160	0.00006	1563	0.00028	661	0.00004	468	0.00004	70	0.00001	51	0.00003	297	0.00008	486	0.00016	24	0.00001	719	0.00046	0	0.00000	0	0.00000	20	0.00002	128	0.00003	113	0.00002
Blastococcus saxobsidens	138336	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001	21	0.00001	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter sp. LoGeW2-3	1808001	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	59	0.00001	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Plesiomonas shigelloides	703	S	0	0.00000	0	0.00000	0	0.00000	29	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage Tuc2009	35241	S	0	0.00000	421	0.00024	581	0.00064	0	0.00000	0	0.00000	10	0.00000	101	0.00002	0	0.00000	522	0.00005	558	0.00011	0	0.00000	0	0.00000	0	0.00000	11465	0.00290	4036	0.00258	0	0.00000	0	0.00000	0	0.00000	794	0.00021	844	0.00013
Chromohalobacter salexigens	158080	S	0	0.00000	0	0.00000	0	0.00000	327	0.00014	0	0.00000	36	0.00001	40	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobium sp. S41	1869170	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Leuconostoc garlicum	255248	S	0	0.00000	0	0.00000	23	0.00003	29	0.00001	74	0.00003	91	0.00003	414	0.00007	20549	0.00124	180	0.00002	191	0.00004	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	40	0.00001
Pseudomonas mucidolens	46679	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	14	0.00000	240	0.00001	0	0.00000	0	0.00000	15	0.00001	921	0.00025	19720	0.00635	0	0.00000	64	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Vagococcus teuberi	519472	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00001	0	0.00000	229	0.00002	254	0.00005	0	0.00000	0	0.00000	0	0.00000	516	0.00013	320	0.00020	0	0.00000	0	0.00000	0	0.00000	40	0.00001	221	0.00003
Streptomyces lavendulae	1914	S	0	0.00000	0	0.00000	0	0.00000	46	0.00002	28	0.00001	29	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter nosocomialis	106654	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Lactococcus phage BM13	1229751	S	0	0.00000	37	0.00002	20	0.00002	0	0.00000	12	0.00000	0	0.00000	15	0.00000	268	0.00002	531	0.00005	338	0.00006	0	0.00000	0	0.00000	0	0.00000	1040	0.00026	397	0.00025	0	0.00000	0	0.00000	0	0.00000	458	0.00012	742	0.00011
Corynebacterium ureicelerivorans	401472	S	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gordonia terrae	2055	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kocuria sp. BT304	1702043	S	269	0.00019	244	0.00014	23	0.00003	1233	0.00054	907	0.00037	1400	0.00049	174	0.00003	90	0.00001	586	0.00006	32	0.00001	1079	0.00072	1335	0.00037	1113	0.00036	379	0.00010	59	0.00004	40	0.00018	1450	0.00075	48	0.00004	65	0.00002	61	0.00001
Rhodococcus sp. S2-17	1990687	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00002	29	0.00001	112	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pluralibacter gergoviae	61647	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	71	0.00001	0	0.00000	0	0.00000	0	0.00000	29	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00001	59	0.00001
Streptomyces griseus	1911	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardioides dokdonensis	450734	S	14	0.00001	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00002	20	0.00001	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus sp. CBA3605	2099788	S	0	0.00000	0	0.00000	0	0.00000	149	0.00007	204	0.00008	234	0.00008	66	0.00001	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	364	0.00009	357	0.00023	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000
Cutibacterium avidum	33010	S	31	0.00002	31	0.00002	14	0.00002	20	0.00001	13	0.00001	23	0.00001	0	0.00000	0	0.00000	172	0.00002	145	0.00003	27	0.00002	19	0.00001	13	0.00000	24	0.00001	0	0.00000	0	0.00000	15	0.00001	0	0.00000	0	0.00000	0	0.00000
Geobacter uraniireducens	351604	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dermacoccus nishinomiyaensis	1274	S	17	0.00001	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	19	0.00000	0	0.00000	11	0.00000	0	0.00000	24	0.00002	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tsukamurella paurometabola	2061	S	0	0.00000	0	0.00000	0	0.00000	15	0.00001	21	0.00001	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Klebsiella quasivariicola	2026240	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	248	0.00006	125	0.00008	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000
Lactobacillus sp. CBA3606	2099789	S	0	0.00000	0	0.00000	0	0.00000	60	0.00003	64	0.00003	62	0.00002	24	0.00000	0	0.00000	145	0.00001	12	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	18	0.00001	0	0.00000	0	0.00000	0	0.00000	23	0.00001	15	0.00000
Actinomyces radicidentis	111015	S	28	0.00002	13	0.00001	0	0.00000	73	0.00003	67	0.00003	59	0.00002	171	0.00003	10	0.00000	91	0.00001	15	0.00000	16	0.00001	52	0.00001	37	0.00001	119	0.00003	29	0.00002	0	0.00000	135	0.00007	18	0.00002	0	0.00000	0	0.00000
Trueperella pyogenes	1661	S	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	138	0.00001	119	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Psychrobacter sp. P2G3	1699622	S	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	100	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Desulfotomaculum nigrificans	1565	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Staphylococcus saprophyticus	29385	S	4818	0.00339	11142	0.00628	6248	0.00692	13643	0.00602	16549	0.00668	22917	0.00807	2888	0.00052	17372	0.00105	1511750	0.14405	1001130	0.19247	693	0.00046	187	0.00005	369	0.00012	21001	0.00530	3236	0.00207	886	0.00398	11558	0.00597	1432	0.00130	11843	0.00313	14049	0.00217
Staphylococcus auricularis	29379	S	0	0.00000	13	0.00001	0	0.00000	13	0.00001	21	0.00001	27	0.00001	0	0.00000	12	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Beutenbergia cavernae	84757	S	33	0.00002	23	0.00001	0	0.00000	28	0.00001	12	0.00000	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	117	0.00008	54	0.00001	48	0.00002	13	0.00000	0	0.00000	0	0.00000	117	0.00006	14	0.00001	0	0.00000	0	0.00000
Citrobacter braakii	57706	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	62	0.00001	0	0.00000	1148	0.00011	311	0.00006	0	0.00000	0	0.00000	0	0.00000	113	0.00003	108	0.00007	0	0.00000	0	0.00000	0	0.00000	478	0.00013	1068	0.00016
Stenotrophomonas rhizophila	216778	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	48	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Stenotrophomonas maltophilia	40324	S	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000	759	0.00014	115	0.00001	16	0.00000	0	0.00000	0	0.00000	0	0.00000	60	0.00002	590	0.00015	817	0.00052	0	0.00000	0	0.00000	0	0.00000	36	0.00001	76	0.00001
Pediococcus acidilactici	1254	S	257	0.00018	591	0.00033	454	0.00050	241	0.00011	343	0.00014	353	0.00012	163	0.00003	314	0.00002	170	0.00002	45	0.00001	11	0.00001	0	0.00000	0	0.00000	217	0.00005	52	0.00003	24	0.00011	103	0.00005	33	0.00003	94	0.00002	63	0.00001
Chryseobacterium sp. StRB126	878220	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	59	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	836	0.00021	195	0.00012	0	0.00000	0	0.00000	0	0.00000	17	0.00000	102	0.00002
Pimelobacter simplex	2045	S	0	0.00000	12	0.00001	0	0.00000	35	0.00002	22	0.00001	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	11	0.00000	27	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
