perc	tot_all	tot_lvl	1_all	1_lvl	2_all	2_lvl	3_all	3_lvl	4_all	4_lvl	5_all	5_lvl	6_all	6_lvl	7_all	7_lvl	8_all	8_lvl	9_all	9_lvl	10_all	10_lvl	11_all	11_lvl	12_all	12_lvl	lvl_type	taxid	name
0.0002	101	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	101	0	0	0	0	0	0	S	1494	                  Clostridium cochlearium
0.0000	13	7	0	0	1	0	3	0	0	0	0	0	1	1	0	0	0	0	8	6	0	0	0	0	0	0	S	1561	                  Clostridium baratii
0.0000	6	6	0	0	1	1	3	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S1	1415775	                    Clostridium baratii str. Sullivan
0.0000	12	12	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	4	5	5	0	0	0	0	S	1492	                  Clostridium butyricum
0.0000	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	S	1534	                  Clostridium kluyveri
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	S	46867	                  Clostridium chauvoei
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	S	1542	                  Clostridium novyi
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S1	386415	                    Clostridium novyi NT
0.0000	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	S	1501	                  Clostridium pasteurianum
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	86416	                    Clostridium pasteurianum BC1
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S	755731	                  Clostridium sp. BNL1100
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	169679	                  Clostridium saccharobutylicum
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1519	                  Clostridium tyrobutyricum
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1520	                  Clostridium beijerinckii
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	36745	                  Clostridium saccharoperbutylacetonicum
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	217159	                  Clostridium carboxidivorans
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	536227	                    Clostridium carboxidivorans P7
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1548	                  Clostridium scatologenes
0.0000	6	6	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	1	1	0	0	0	0	1	1	S	2082193	                  Clostridiaceae bacterium 14S0207
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	S	49118	                  Candidatus Arthromitus sp. SFB-mouse
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	S1	1029718	                    Candidatus Arthromitus sp. SFB-mouse-Japan
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1508644	                  Candidatus Arthromitus sp. SFB-mouse-NL
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1424294	                  Geosporobacter ferrireducens
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	208226	                  Alkaliphilus metalliredigens
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	293826	                    Alkaliphilus metalliredigens QYMF
0.0615	27348	27348	8	8	22	22	7	7	17	17	2	2	42	42	2	2	18	18	27061	27061	117	117	31	31	21	21	S	292800	                  Flavonifractor plautii
0.0143	6364	6364	1	1	10	10	2	2	10	10	3	3	19	19	0	0	4	4	6255	6255	40	40	18	18	2	2	S	1297617	                  Intestinimonas butyriciproducens
0.0581	25809	25809	3	3	31	31	5	5	22	22	1	1	71	71	0	0	20	20	25417	25417	147	147	70	70	22	22	S	1805714	                  Christensenella massiliensis
0.0431	19159	18682	3	3	32	32	2	2	24	24	3	3	44	44	3	0	16	16	18830	18367	120	112	66	63	16	16	S	1496	                  Clostridioides difficile
0.0011	477	477	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	463	463	8	8	3	3	0	0	S1	699035	                    Clostridioides difficile M120
0.0009	393	393	0	0	1	1	1	1	0	0	1	1	1	1	0	0	5	5	373	373	10	10	1	1	0	0	S	1505	                  Paeniclostridium sordellii
0.0001	44	44	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	43	43	0	0	0	0	0	0	S	2081703	                  Peptostreptococcaceae bacterium oral taxon 929
0.0000	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	S	143361	                  Filifactor alocis
0.0000	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	1	1	0	0	0	0	S1	546269	                    Filifactor alocis ATCC 35896
0.0000	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	S	1731	                  Peptoclostridium acidaminophilum
0.0000	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	1	1	0	0	0	0	S1	1286171	                    Peptoclostridium acidaminophilum DSM 3953
0.0149	6625	6625	4	4	3	3	4	4	2	2	1	1	12	12	0	0	7	7	6507	6507	55	55	26	26	4	4	S	39488	                  [Eubacterium] hallii
0.0109	4853	366	3	0	5	0	1	0	6	1	1	0	11	1	0	0	3	0	4798	362	14	0	9	2	2	0	S	1736	                  Eubacterium limosum
0.0101	4487	4487	3	3	5	5	1	1	5	5	1	1	10	10	0	0	3	3	4436	4436	14	14	7	7	2	2	S1	903814	                    Eubacterium limosum KIST612
0.0001	47	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	S	39485	                  [Eubacterium] eligens
0.0001	47	47	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	46	46	0	0	0	0	0	0	S1	515620	                    [Eubacterium] eligens ATCC 27750
0.0019	835	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	825	0	5	0	0	0	0	0	S	351091	                  Oscillibacter valericigenes
0.0019	835	835	0	0	0	0	0	0	0	0	0	0	4	4	0	0	1	1	825	825	5	5	0	0	0	0	S1	693746	                    Oscillibacter valericigenes Sjm18-20
0.0001	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	1	0	0	0	0	0	S	1564	                  Desulfotomaculum ruminis
0.0001	46	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	1	1	0	0	0	0	S1	696281	                    Desulfotomaculum ruminis DSM 2154
0.0000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	S	59610	                  Desulfotomaculum reducens
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	S1	349161	                    Desulfotomaculum reducens MI-1
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1833852	                  Desulfotomaculum ferrireducens
0.0000	17	0	5	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	S	79209	                  Desulfosporosinus meridiei
0.0000	17	17	5	5	6	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	S1	768704	                    Desulfosporosinus meridiei DSM 13257
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	885581	                  Desulfosporosinus acidiphilus
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	646529	                    Desulfosporosinus acidiphilus SJ4
0.0000	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	S	49338	                  Desulfitobacterium hafniense
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	S1	138119	                    Desulfitobacterium hafniense Y51
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	0	0	S	51515	                  Dehalobacterium formicoaceticum
0.0000	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	S	143393	                  [Eubacterium] sulci
0.0000	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	S1	888727	                    Eubacterium sulci ATCC 35585
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	S	863	                  Syntrophomonas wolfei
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	S1	370885	                    Syntrophomonas wolfei subsp. wolfei
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	S	35701	                  Heliobacterium modesticaldum
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S1	498761	                    Heliobacterium modesticaldum Ice1
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	2734	                  Symbiobacterium thermophilum
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	292459	                    Symbiobacterium thermophilum IAM 14863
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	S	1517	                  Thermoanaerobacterium thermosaccharolyticum
0.0036	1609	1609	0	0	0	0	0	0	2	2	0	0	3	3	0	0	2	2	1597	1597	5	5	0	0	0	0	S	1834207	                    Erysipelotrichaceae bacterium I46
0.0023	1034	1034	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1031	1031	2	2	0	0	0	0	S	1702221	                  Faecalibaculum rodentium
0.0004	156	156	1	1	1	1	3	3	0	0	0	0	0	0	0	0	0	0	128	128	20	20	3	3	0	0	S	1712675	                  Turicibacter sp. H121
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	S	1514105	                  Erysipelothrix larvae
0.0026	1140	1140	0	0	2	2	0	0	2	2	0	0	2	2	0	0	4	4	1120	1120	4	4	6	6	0	0	S	1852373	                  Murdochiella vaginalis
0.0000	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	S	33033	                  Parvimonas micra
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	33034	                  Anaerococcus prevotii
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S1	525919	                    Anaerococcus prevotii DSM 20548
0.0000	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	1260	                  Finegoldia magna
0.0000	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S1	334413	                    Finegoldia magna ATCC 29328
0.0000	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	S	1556	                  Gottschalkia acidurici
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S1	1128398	                    Gottschalkia acidurici 9a
0.0003	121	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	120	2	0	0	0	0	0	0	S	907	                  Megasphaera elsdenii
0.0003	118	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	118	0	0	0	0	0	0	S1	1458465	                    Megasphaera elsdenii 14-14
0.0000	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	S	187327	                  Acidaminococcus intestini
0.0000	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	S1	568816	                    Acidaminococcus intestini RyC-MR95
0.0000	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	S	905	                  Acidaminococcus fermentans
0.0000	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	S1	591001	                    Acidaminococcus fermentans DSM 20731
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S	971	                  Selenomonas ruminantium
0.0000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	S1	114197	                    Selenomonas ruminantium subsp. lactilytica
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S	158847	                  Megamonas hypermegale
0.0000	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	S	243899	              endosymbiont 'TC1' of Trimyema compressum
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	S	1871025	              Ndongobacter massiliensis
0.0429	19052	12880	2	2	2	2	3	1	34	24	12	9	75	53	2	1	30	24	18879	12757	3	1	2	2	8	4	S	1694	                  Bifidobacterium pseudolongum
0.0113	5038	5038	0	0	0	0	2	2	9	9	3	3	19	19	0	0	5	5	4994	4994	2	2	0	0	4	4	S1	1447715	                    Bifidobacterium pseudolongum PV8-2
0.0026	1134	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	0	1128	0	0	0	0	0	0	0	S1	1690	                    Bifidobacterium pseudolongum subsp. globosum
0.0251	11148	5927	2	1	12	9	1	1	24	16	7	2	36	21	5	3	23	9	10991	5833	23	15	12	8	12	9	S	216816	                  Bifidobacterium longum
0.0110	4872	3748	1	0	3	0	0	0	5	4	5	4	14	12	2	2	14	9	4815	3709	7	4	4	2	2	2	S1	1679	                    Bifidobacterium longum subsp. longum
0.0006	247	195	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	242	191	1	0	0	0	1	1	S1	1682	                    Bifidobacterium longum subsp. infantis
0.0002	102	102	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	101	101	0	0	0	0	0	0	S1	205913	                    Bifidobacterium longum DJO10A
0.0132	5855	8	1	0	7	0	0	0	7	0	2	0	20	0	1	0	8	0	5779	6	16	2	6	0	8	0	S	630129	                  Bifidobacterium kashiwanohense
0.0125	5546	5546	1	1	7	7	0	0	6	6	1	1	18	18	1	1	8	8	5476	5476	14	14	6	6	8	8	S1	1150460	                    Bifidobacterium kashiwanohense JCM 15439 = DSM 21854
0.0007	301	301	0	0	0	0	0	0	1	1	1	1	2	2	0	0	0	0	297	297	0	0	0	0	0	0	S1	1447716	                    Bifidobacterium kashiwanohense PV20-2
0.0057	2543	2472	1	1	3	3	1	1	5	5	0	0	8	8	0	0	7	7	2506	2436	7	7	4	4	1	0	S	1685	                  Bifidobacterium breve
0.0002	71	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	70	0	0	0	0	1	1	S1	1385942	                    Bifidobacterium breve 689b
0.0051	2277	0	1	0	2	0	0	0	9	0	4	0	11	0	0	0	5	0	2233	0	9	0	1	0	2	0	S	158787	                  Bifidobacterium scardovii
0.0051	2277	2277	1	1	2	2	0	0	9	9	4	4	11	11	0	0	5	5	2233	2233	9	9	1	1	2	2	S1	1150461	                    Bifidobacterium scardovii JCM 12489 = DSM 13734
0.0021	952	0	0	0	3	0	1	0	0	0	0	0	6	0	0	0	2	0	932	0	3	0	3	0	2	0	S	28026	                  Bifidobacterium pseudocatenulatum
0.0021	952	952	0	0	3	3	1	1	0	0	0	0	6	6	0	0	2	2	932	932	3	3	3	3	2	2	S1	547043	                    Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
0.0021	921	812	1	1	0	0	0	0	3	3	0	0	9	8	0	0	2	2	902	794	2	2	1	1	1	1	S	28025	                  Bifidobacterium animalis
0.0002	76	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	75	13	0	0	0	0	0	0	S1	302912	                    Bifidobacterium animalis subsp. animalis
0.0001	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	S1	302911	                    Bifidobacterium animalis subsp. lactis
0.0019	850	767	1	1	3	3	1	1	1	1	0	0	2	2	0	0	2	2	832	750	7	7	0	0	1	0	S	1681	                  Bifidobacterium bifidum
0.0001	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	60	0	0	0	0	0	0	S1	484020	                    Bifidobacterium bifidum BGN4
0.0000	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	0	0	1	1	S1	702459	                    Bifidobacterium bifidum PRL2010
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S1	883062	                    Bifidobacterium bifidum S17
0.0014	622	620	2	2	6	6	0	0	1	1	0	0	3	3	0	0	3	3	601	599	2	2	0	0	4	4	S	1680	                  Bifidobacterium adolescentis
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	S1	367928	                    Bifidobacterium adolescentis ATCC 15703
0.0014	613	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	605	0	4	0	0	0	0	0	S	33905	                  Bifidobacterium thermophilum
0.0014	613	613	1	1	0	0	0	0	1	1	0	0	2	2	0	0	0	0	605	605	4	4	0	0	0	0	S1	1254439	                    Bifidobacterium thermophilum RBL67
0.0009	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	1	0	0	0	1	0	S	1686	                  Bifidobacterium catenulatum
0.0009	397	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	395	1	1	0	0	1	1	S1	566552	                    Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043
0.0006	277	220	0	0	1	1	0	0	4	4	0	0	0	0	0	0	0	0	270	213	1	1	1	1	0	0	S	1683	                  Bifidobacterium angulatum
0.0001	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	57	0	0	0	0	0	0	S1	518635	                    Bifidobacterium angulatum DSM 20098 = JCM 7096
0.0003	141	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	141	0	0	0	0	0	0	S	1689	                  Bifidobacterium dentium
0.0002	102	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	102	0	0	0	0	0	0	S	35760	                  Bifidobacterium choerinum
0.0001	58	58	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	56	56	0	0	1	1	0	0	S	1684	                  Bifidobacterium asteroides
0.0001	24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	S	638619	                  Bifidobacterium actinocoloniiforme
0.0001	24	24	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	0	0	0	0	0	S1	1437605	                    Bifidobacterium actinocoloniiforme DSM 22766
0.0008	372	0	4	0	43	0	171	0	0	0	0	0	0	0	0	0	0	0	14	0	136	0	4	0	0	0	S	78258	                  Parascardovia denticolens
0.0008	372	372	4	4	43	43	171	171	0	0	0	0	0	0	0	0	0	0	14	14	136	136	4	4	0	0	S1	864564	                    Parascardovia denticolens DSM 10105 = JCM 12538
0.0001	44	0	1	0	9	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	S	78259	                  Scardovia inopinata
0.0001	44	44	1	1	9	9	16	16	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	0	0	0	S1	1150468	                    Scardovia inopinata JCM 12537
0.0001	33	27	0	0	0	0	1	1	5	4	2	2	14	13	1	0	1	0	0	0	0	0	0	0	9	7	S	2702	                  Gardnerella vaginalis
0.0000	6	6	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	2	2	S1	1009464	                    Gardnerella vaginalis HMP9231
0.0894	39746	39746	331	331	211	211	8460	8460	0	0	0	0	0	0	0	0	5	5	46	46	30542	30542	150	150	1	1	S	1705	                  Corynebacterium stationis
0.0020	906	0	6	0	5	0	207	0	0	0	0	0	0	0	0	0	1	0	0	0	683	0	4	0	0	0	S	160386	                  Corynebacterium casei
0.0020	906	906	6	6	5	5	207	207	0	0	0	0	0	0	0	0	1	1	0	0	683	683	4	4	0	0	S1	1285583	                    Corynebacterium casei LMG S-19264
0.0018	815	799	3	3	5	5	201	195	0	0	0	0	0	0	0	0	0	0	0	0	605	595	1	1	0	0	S	1718	                  Corynebacterium glutamicum
0.0000	16	16	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	S1	340322	                    Corynebacterium glutamicum R
0.0005	242	242	4	4	1	1	51	51	0	0	0	0	0	0	0	0	0	0	8	8	177	177	1	1	0	0	S	1697	                  Corynebacterium ammoniagenes
0.0003	141	0	2	0	0	0	46	0	0	0	0	0	1	0	0	0	0	0	0	0	92	0	0	0	0	0	S	1727	                  Corynebacterium variabile
0.0003	141	141	2	2	0	0	46	46	0	0	0	0	1	1	0	0	0	0	0	0	92	92	0	0	0	0	S1	858619	                    Corynebacterium variabile DSM 44702
0.0001	31	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	S	1408191	                  Corynebacterium deserti
0.0001	31	31	0	0	1	1	9	9	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	S1	931089	                    Corynebacterium deserti GIMN1.010
0.0001	28	27	0	0	0	0	5	5	1	1	0	0	0	0	0	0	2	2	0	0	20	19	0	0	0	0	S	38289	                  Corynebacterium jeikeium
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	306537	                    Corynebacterium jeikeium K411
0.0000	18	18	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	S	43770	                  Corynebacterium striatum
0.0000	15	6	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	S	1717	                  Corynebacterium diphtheriae
0.0000	7	7	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S1	698970	                    Corynebacterium diphtheriae HC04
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	698973	                    Corynebacterium diphtheriae BH8
0.0000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	698965	                    Corynebacterium diphtheriae CDCE 8392
0.0000	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	S	152794	                  Corynebacterium efficiens
0.0000	13	13	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	S1	196164	                    Corynebacterium efficiens YS-314
0.0000	13	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	S	1721	                  Corynebacterium callunae
0.0000	13	13	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	S1	1121353	                    Corynebacterium callunae DSM 20147
0.0000	12	12	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	S	28028	                  Corynebacterium flavescens
0.0000	11	11	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	S	1652495	                  Corynebacterium crudilactis
0.0000	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	S	1223514	                  Corynebacterium humireducens
0.0000	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	S1	1223515	                    Corynebacterium humireducens NBRC 106098 = DSM 45392
0.0000	7	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	S	575200	                  Corynebacterium maris
0.0000	7	7	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	4	4	0	0	0	0	S1	1224163	                    Corynebacterium maris DSM 45190
0.0000	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	S	108486	                  Corynebacterium falsenii
0.0000	6	6	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	4	S1	1451189	                    Corynebacterium falsenii DSM 44353
0.0000	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	S	349751	                  Corynebacterium marinum
0.0000	6	6	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	3	3	0	0	0	0	S1	1224162	                    Corynebacterium marinum DSM 44953
0.0000	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	S	258224	                  Corynebacterium resistens
0.0000	6	6	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	S1	662755	                    Corynebacterium resistens DSM 45100
0.0000	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	S	43771	                  Corynebacterium urealyticum
0.0000	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	S	225326	                  Corynebacterium halotolerans
0.0000	4	4	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	S1	1121362	                    Corynebacterium halotolerans YIM 70093 = DSM 44683
0.0000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	S	169292	                  Corynebacterium aurimucosum
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0	S1	548476	                    Corynebacterium aurimucosum ATCC 700975
0.0000	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	S	38305	                  Corynebacterium vitaeruminis
0.0000	3	3	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	S1	1224164	                    Corynebacterium vitaeruminis DSM 20294
0.0000	3	3	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S	161899	                  Corynebacterium singulare
0.0000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	S	146827	                  Corynebacterium simulans
